Paróquia;Forania;Endereço;Telefone;E-mail;Tipo;Dia da Semana;Horário;Observações;URL
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Sábado;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ DE ANCHIETA;Leste;Rua Nove de Julho, 517 - Bairro Vila Piratininga - Campo Grande - CEP 79081-050;;sminder@arqcgr.org.br;Missa;Domingo;05:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose-de-anchieta/
PARÓQUIA SÃO JUDAS TADEU (SANTUÁRIO);Leste;Rua Fernando Augusto Corrêa da Costa, 58 - Jardim América - CEP 79080-790;(67) 3305-5955;psaojudastadeu2013@gmail.com;Missa;Domingo;08:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-judas-tadeu-santuario/
PARÓQUIA SÃO JUDAS TADEU (SANTUÁRIO);Leste;Rua Fernando Augusto Corrêa da Costa, 58 - Jardim América - CEP 79080-790;(67) 3305-5955;psaojudastadeu2013@gmail.com;Missa;Domingo;18:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-judas-tadeu-santuario/
PARÓQUIA SÃO JUDAS TADEU (SANTUÁRIO);Leste;Rua Fernando Augusto Corrêa da Costa, 58 - Jardim América - CEP 79080-790;(67) 3305-5955;psaojudastadeu2013@gmail.com;Missa;Dia 28 de cada mês;19:30;(exceto aos sábados e domingos);https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-judas-tadeu-santuario/
PARÓQUIA SÃO JUDAS TADEU (SANTUÁRIO);Leste;Rua Fernando Augusto Corrêa da Costa, 58 - Jardim América - CEP 79080-790;(67) 3305-5955;psaojudastadeu2013@gmail.com;Missa;Sábado;18:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-judas-tadeu-santuario/
PARÓQUIA SÃO LEOPOLDO MANDIC;Leste;Rua João Francisco Damasceno, 304 - Bairro Maria Aparecida Pedrossian - CEP 79044-451;(67) 3317-5957;pslm01@outlook.com;Missa;Domingo;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-leopoldo-mandic/
PARÓQUIA SÃO LEOPOLDO MANDIC;Leste;Rua João Francisco Damasceno, 304 - Bairro Maria Aparecida Pedrossian - CEP 79044-451;(67) 3317-5957;pslm01@outlook.com;Missa;Domingo;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-leopoldo-mandic/
PARÓQUIA SÃO LEOPOLDO MANDIC;Leste;Rua João Francisco Damasceno, 304 - Bairro Maria Aparecida Pedrossian - CEP 79044-451;(67) 3317-5957;pslm01@outlook.com;Missa;Segunda-feira;12:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-leopoldo-mandic/
PARÓQUIA SÃO LEOPOLDO MANDIC;Leste;Rua João Francisco Damasceno, 304 - Bairro Maria Aparecida Pedrossian - CEP 79044-451;(67) 3317-5957;pslm01@outlook.com;Missa;Terça-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-leopoldo-mandic/
PARÓQUIA SÃO LEOPOLDO MANDIC;Leste;Rua João Francisco Damasceno, 304 - Bairro Maria Aparecida Pedrossian - CEP 79044-451;(67) 3317-5957;pslm01@outlook.com;Missa;Terça-feira;12:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-leopoldo-mandic/
PARÓQUIA SÃO LEOPOLDO MANDIC;Leste;Rua João Francisco Damasceno, 304 - Bairro Maria Aparecida Pedrossian - CEP 79044-451;(67) 3317-5957;pslm01@outlook.com;Missa;Quarta-feira;12:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-leopoldo-mandic/
PARÓQUIA SÃO LEOPOLDO MANDIC;Leste;Rua João Francisco Damasceno, 304 - Bairro Maria Aparecida Pedrossian - CEP 79044-451;(67) 3317-5957;pslm01@outlook.com;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-leopoldo-mandic/
PARÓQUIA SÃO LEOPOLDO MANDIC;Leste;Rua João Francisco Damasceno, 304 - Bairro Maria Aparecida Pedrossian - CEP 79044-451;(67) 3317-5957;pslm01@outlook.com;Missa;Quinta-feira;12:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-leopoldo-mandic/
PARÓQUIA SÃO LEOPOLDO MANDIC;Leste;Rua João Francisco Damasceno, 304 - Bairro Maria Aparecida Pedrossian - CEP 79044-451;(67) 3317-5957;pslm01@outlook.com;Missa;Sexta-feira;12:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-leopoldo-mandic/
PARÓQUIA SÃO LEOPOLDO MANDIC;Leste;Rua João Francisco Damasceno, 304 - Bairro Maria Aparecida Pedrossian - CEP 79044-451;(67) 3317-5957;pslm01@outlook.com;Missa;Sábado;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-leopoldo-mandic/
PARÓQUIA SÃO MARTINHO DE LIMA;Sul;Rua Barão de Limeira, 1683 - Bairro Jardim das Mansões - CEP 79070-150;(67) 3043-6124;paroquia.sml@gmail.com;Missa;Domingo;07:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-martinho-de-lima/
PARÓQUIA SÃO MARTINHO DE LIMA;Sul;Rua Barão de Limeira, 1683 - Bairro Jardim das Mansões - CEP 79070-150;(67) 3043-6124;paroquia.sml@gmail.com;Missa;Domingo;18:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-martinho-de-lima/
PARÓQUIA SÃO MARTINHO DE LIMA;Sul;Rua Barão de Limeira, 1683 - Bairro Jardim das Mansões - CEP 79070-150;(67) 3043-6124;paroquia.sml@gmail.com;Missa;Quinta-feira;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-martinho-de-lima/
PARÓQUIA SÃO MARTINHO DE LIMA;Sul;Rua Barão de Limeira, 1683 - Bairro Jardim das Mansões - CEP 79070-150;(67) 3043-6124;paroquia.sml@gmail.com;Missa;1º Sexta-feira do Mês;16:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-martinho-de-lima/
PARÓQUIA SÃO MATEUS;;;;sminder@arqcgr.org.br;;;;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-mateus/
PARÓQUIA SÃO PEDRO APÓSTOLO;Norte;Av. Presidente Castelo Branco, 781 - Bairro Coronel Antonino - CEP 79011-490 - Campo Grande - MS;(67) 3317-4862;paroquiasaopedrocg@gmail.com;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-pedro-apostolo/
PARÓQUIA SÃO PEDRO APÓSTOLO;Norte;Av. Presidente Castelo Branco, 781 - Bairro Coronel Antonino - CEP 79011-490 - Campo Grande - MS;(67) 3317-4862;paroquiasaopedrocg@gmail.com;Missa;Domingo;10:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-pedro-apostolo/
PARÓQUIA SÃO PEDRO APÓSTOLO;Norte;Av. Presidente Castelo Branco, 781 - Bairro Coronel Antonino - CEP 79011-490 - Campo Grande - MS;(67) 3317-4862;paroquiasaopedrocg@gmail.com;Missa;Domingo;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-pedro-apostolo/
PARÓQUIA SÃO PEDRO APÓSTOLO;Norte;Av. Presidente Castelo Branco, 781 - Bairro Coronel Antonino - CEP 79011-490 - Campo Grande - MS;(67) 3317-4862;paroquiasaopedrocg@gmail.com;Missa;Quinta-feira;19:00;Novena das Santas Chagas;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-pedro-apostolo/
PARÓQUIA SÃO SEBASTIÃO;Norte;Rua Minas Gerais, 549 - Bairro Monte Castelo - CEP 79022-280;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-sebastiao/
PARÓQUIA SÃO SEBASTIÃO;Norte;Rua Minas Gerais, 549 - Bairro Monte Castelo - CEP 79022-280;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Domingo;08:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-sebastiao/
PARÓQUIA SÃO SEBASTIÃO;Norte;Rua Minas Gerais, 549 - Bairro Monte Castelo - CEP 79022-280;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Domingo;10:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-sebastiao/
PARÓQUIA SÃO SEBASTIÃO;Norte;Rua Minas Gerais, 549 - Bairro Monte Castelo - CEP 79022-280;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Domingo;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-sebastiao/
PARÓQUIA SÃO SEBASTIÃO;Norte;Rua Minas Gerais, 549 - Bairro Monte Castelo - CEP 79022-280;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Segunda-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-sebastiao/
PARÓQUIA SÃO SEBASTIÃO;Norte;Rua Minas Gerais, 549 - Bairro Monte Castelo - CEP 79022-280;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Terça-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-sebastiao/
PARÓQUIA SÃO SEBASTIÃO;Norte;Rua Minas Gerais, 549 - Bairro Monte Castelo - CEP 79022-280;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-sebastiao/
PARÓQUIA SÃO SEBASTIÃO;Norte;Rua Minas Gerais, 549 - Bairro Monte Castelo - CEP 79022-280;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Quinta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-sebastiao/
PARÓQUIA SÃO SEBASTIÃO;Norte;Rua Minas Gerais, 549 - Bairro Monte Castelo - CEP 79022-280;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Sexta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-sebastiao/
PARÓQUIA SÃO SEBASTIÃO;Norte;Rua Minas Gerais, 549 - Bairro Monte Castelo - CEP 79022-280;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Sábado;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-sebastiao/
PARÓQUIA SENHOR BOM JESUS;Leste;Rua Candida Lima de Barros, 293 - Bairro Tiradentes - CEP 79041-390;(67) 3341-0988;senhorbomjesuscgr@gmail.com;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus/
PARÓQUIA SENHOR BOM JESUS;Leste;Rua Candida Lima de Barros, 293 - Bairro Tiradentes - CEP 79041-390;(67) 3341-0988;senhorbomjesuscgr@gmail.com;Missa;Domingo;10:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus/
PARÓQUIA SENHOR BOM JESUS;Leste;Rua Candida Lima de Barros, 293 - Bairro Tiradentes - CEP 79041-390;(67) 3341-0988;senhorbomjesuscgr@gmail.com;Missa;Domingo;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus/
PARÓQUIA SENHOR BOM JESUS;Leste;Rua Candida Lima de Barros, 293 - Bairro Tiradentes - CEP 79041-390;(67) 3341-0988;senhorbomjesuscgr@gmail.com;Missa;Segunda-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus/
PARÓQUIA SENHOR BOM JESUS;Leste;Rua Candida Lima de Barros, 293 - Bairro Tiradentes - CEP 79041-390;(67) 3341-0988;senhorbomjesuscgr@gmail.com;Missa;Terça-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus/
PARÓQUIA SENHOR BOM JESUS;Leste;Rua Candida Lima de Barros, 293 - Bairro Tiradentes - CEP 79041-390;(67) 3341-0988;senhorbomjesuscgr@gmail.com;Missa;Quarta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus/
PARÓQUIA SENHOR BOM JESUS;Leste;Rua Candida Lima de Barros, 293 - Bairro Tiradentes - CEP 79041-390;(67) 3341-0988;senhorbomjesuscgr@gmail.com;Missa;Quarta-feira;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus/
PARÓQUIA SENHOR BOM JESUS;Leste;Rua Candida Lima de Barros, 293 - Bairro Tiradentes - CEP 79041-390;(67) 3341-0988;senhorbomjesuscgr@gmail.com;Missa;Quinta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus/
PARÓQUIA SENHOR BOM JESUS;Leste;Rua Candida Lima de Barros, 293 - Bairro Tiradentes - CEP 79041-390;(67) 3341-0988;senhorbomjesuscgr@gmail.com;Missa;1º Sexta-feira do Mês;06:00;Missa votiva do Sagrado Coração de Jesus;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus/
PARÓQUIA SENHOR BOM JESUS;Leste;Rua Candida Lima de Barros, 293 - Bairro Tiradentes - CEP 79041-390;(67) 3341-0988;senhorbomjesuscgr@gmail.com;Missa;Sexta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus/
PARÓQUIA SENHOR BOM JESUS;Leste;Rua Candida Lima de Barros, 293 - Bairro Tiradentes - CEP 79041-390;(67) 3341-0988;senhorbomjesuscgr@gmail.com;Missa;Sábado;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus/
PARÓQUIA SENHOR BOM JESUS – MUNICÍPIO DE CORGUINHO;Rural;Av. Paulo Vieira Barbosa, 294 - Centro - CEP 79460-000 - Corguinho - MS;;arqcgrcorguinho@gmail.com;Missa;1º Domingo do Mês;07:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus-municipio-de-corguinho/
PARÓQUIA SENHOR BOM JESUS – MUNICÍPIO DE CORGUINHO;Rural;Av. Paulo Vieira Barbosa, 294 - Centro - CEP 79460-000 - Corguinho - MS;;arqcgrcorguinho@gmail.com;Missa;2º Domingo do Mês;07:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus-municipio-de-corguinho/
PARÓQUIA SENHOR BOM JESUS – MUNICÍPIO DE CORGUINHO;Rural;Av. Paulo Vieira Barbosa, 294 - Centro - CEP 79460-000 - Corguinho - MS;;arqcgrcorguinho@gmail.com;Missa;3º Domingo do Mês;07:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus-municipio-de-corguinho/
PARÓQUIA SENHOR BOM JESUS – MUNICÍPIO DE CORGUINHO;Rural;Av. Paulo Vieira Barbosa, 294 - Centro - CEP 79460-000 - Corguinho - MS;;arqcgrcorguinho@gmail.com;Missa;4º Domingo do Mês;07:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus-municipio-de-corguinho/
PARÓQUIA SENHOR BOM JESUS – MUNICÍPIO DE CORGUINHO;Rural;Av. Paulo Vieira Barbosa, 294 - Centro - CEP 79460-000 - Corguinho - MS;;arqcgrcorguinho@gmail.com;Missa;1º Sexta-feira do Mês;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus-municipio-de-corguinho/
PARÓQUIA SENHOR BOM JESUS – MUNICÍPIO DE CORGUINHO;Rural;Av. Paulo Vieira Barbosa, 294 - Centro - CEP 79460-000 - Corguinho - MS;;arqcgrcorguinho@gmail.com;Missa;Quinta-feira;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-bom-jesus-municipio-de-corguinho/
PARÓQUIA SENHOR BOM JESUS – MUNICÍPIO DE ROCHEDO;Rural;Rua Duque de Caxias, 101 - Centro - CEP 79450-000;(67) 3289-1110;p.saosebastiaomartir@hotmail.com;Missa;Domingo;08:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-sebastiao-martir-rochedo/
PARÓQUIA SENHOR BOM JESUS – MUNICÍPIO DE ROCHEDO;Rural;Rua Duque de Caxias, 101 - Centro - CEP 79450-000;(67) 3289-1110;p.saosebastiaomartir@hotmail.com;Missa;Sábado;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-sebastiao-martir-rochedo/
PARÓQUIA SENHOR BOM JESUS – MUNICÍPIO DE ROCHEDO;Rural;Rua Duque de Caxias, 101 - Centro - CEP 79450-000;(67) 3289-1110;p.saosebastiaomartir@hotmail.com;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-sebastiao-martir-rochedo/
PARÓQUIA SENHOR DO BONFIM;Norte;Rua Capiatã, 40 - Bairro Nova Bahia - CEP 79034-331 - Campo Grande - MS;(67) 3354-5569;sbonfim@arqcgr.org.br;Missa;Domingo;08:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-do-bonfim/
PARÓQUIA SENHOR DO BONFIM;Norte;Rua Capiatã, 40 - Bairro Nova Bahia - CEP 79034-331 - Campo Grande - MS;(67) 3354-5569;sbonfim@arqcgr.org.br;Missa;Domingo;10:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-do-bonfim/
PARÓQUIA SENHOR DO BONFIM;Norte;Rua Capiatã, 40 - Bairro Nova Bahia - CEP 79034-331 - Campo Grande - MS;(67) 3354-5569;sbonfim@arqcgr.org.br;Missa;Domingo;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-do-bonfim/
PARÓQUIA SENHOR DO BONFIM;Norte;Rua Capiatã, 40 - Bairro Nova Bahia - CEP 79034-331 - Campo Grande - MS;(67) 3354-5569;sbonfim@arqcgr.org.br;Missa;Segunda-feira;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-do-bonfim/
PARÓQUIA SENHOR DO BONFIM;Norte;Rua Capiatã, 40 - Bairro Nova Bahia - CEP 79034-331 - Campo Grande - MS;(67) 3354-5569;sbonfim@arqcgr.org.br;Missa;Terça-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-do-bonfim/
PARÓQUIA SENHOR DO BONFIM;Norte;Rua Capiatã, 40 - Bairro Nova Bahia - CEP 79034-331 - Campo Grande - MS;(67) 3354-5569;sbonfim@arqcgr.org.br;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-do-bonfim/
PARÓQUIA SENHOR DO BONFIM;Norte;Rua Capiatã, 40 - Bairro Nova Bahia - CEP 79034-331 - Campo Grande - MS;(67) 3354-5569;sbonfim@arqcgr.org.br;Missa;Quinta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-do-bonfim/
PARÓQUIA SENHOR DO BONFIM;Norte;Rua Capiatã, 40 - Bairro Nova Bahia - CEP 79034-331 - Campo Grande - MS;(67) 3354-5569;sbonfim@arqcgr.org.br;Missa;1º Sexta-feira do Mês;15:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-do-bonfim/
PARÓQUIA SENHOR DO BONFIM;Norte;Rua Capiatã, 40 - Bairro Nova Bahia - CEP 79034-331 - Campo Grande - MS;(67) 3354-5569;sbonfim@arqcgr.org.br;Missa;Sábado;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-senhor-do-bonfim/
PARÓQUIA UNIVERSITÁRIA SÃO JOÃO BOSCO;Centro;Av. Tamandaré, 6000 - Jardim Seminário - CEP 79117-715 - Campo Grande/MS;;paroquiauniversitaria@ucdb.org.br;Missa;Domingo;18:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-universitaria-sao-joao-bosco/
PARÓQUIA UNIVERSITÁRIA SÃO JOÃO BOSCO;Centro;Av. Tamandaré, 6000 - Jardim Seminário - CEP 79117-715 - Campo Grande/MS;;paroquiauniversitaria@ucdb.org.br;Missa;Quarta-feira;20:30;Início às 20h40 - Capela Bloco A;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-universitaria-sao-joao-bosco/
PARÓQUIA UNIVERSITÁRIA SÃO JOÃO BOSCO;Centro;Av. Tamandaré, 6000 - Jardim Seminário - CEP 79117-715 - Campo Grande/MS;;paroquiauniversitaria@ucdb.org.br;Missa;Quinta-feira;08:30;Início às 08h50 - Igreja;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-universitaria-sao-joao-bosco/
PARÓQUIA UNIVERSITÁRIA SÃO JOÃO BOSCO;Centro;Av. Tamandaré, 6000 - Jardim Seminário - CEP 79117-715 - Campo Grande/MS;;paroquiauniversitaria@ucdb.org.br;Missa;Últma  Quinta-feira do Mês;10:00;Termino: 17h00;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-universitaria-sao-joao-bosco/
